chair 's message nan nan 2001|fact division chair 's message ak gupta  d mahr nan nan|0
garbage collection in object-oriented databases using transactional cyclic reference counting p roy  s seshadri  a silberschatz  s sudarshan  s ashwin vldb j. 1998|schema evolution in object-oriented databases systems using class versionning s monk  i sommerville acm sigmod record  nan|0
incremental clustering for mining in a data warehousing environment m ester  h kriegel  j sander  m wimmer  x xu vldb 1998|incremental clustering m charikar  c chekuri  t feder  r motwani proc . 29th annual acm symposium on theory of computing  may  nan|0
concurrency in the data warehouse r taylor vldb 2000|building the data warehouse wh inmon nan nan|0
applying update streams in a soft real-time database system b adelberg  h garcia-molina  b kao sigmod conference 1995|secure buffering in firm real-time database systems b george  jr haritsa the vldb journal the international journal on very large & hellip ;  2000.0|0
schema and database evolution in the o2 object database system f ferrandina  t meyer  r zicari  g ferran  j madec vldb 1995|schema evolution in database systems : an annotated bibliography jf roddick acm sigmod record  1992.0|0
database tuning : principles  experiments  and troubleshooting techniques d shasha  p bonnet vldb 2002|d. sha sha : database tuning : principles  experiments  and troubleshooting techniques p bonnet nan 2002.0|1
pix : exact and approximate phrase matching in xml s amer-yahia  m fernandez  d srivastava  y xu sigmod conference 2003|pix : exact and approximate phrase matching in xml . s amer-yahia  mf fernandez  d srivastava  y xu nan nan|1
avoiding ordering and grouping in query processing x wang  m cherniack vldb 2003|avoiding ordering and grouping during query processing x wang  m cherniack brandeis technical report  june nan|1
dwms : data warehouse management system n mohan vldb 1996|database systems management and oracle8 cg doherty sigmod conference  1998.0|0
practical lessons in supporting large-scale computational science r musick  t critchlow sigmod record 1999|practical lessons in supporting large-scale computational science . acms anthology sigmod record  1999.0|1
fast algorithms for mining association rules in large databases r agrawal  r srikant vldb 1994|srikant . r. fast algorithms for mining association rules r agrawal & hellip ; conference very large databases  santiago  chile nan|1
energy and rate based mac protocol for wireless sensor networks r kannan  r kalidindi  s iyengar  v kumar sigmod record 2003|poster abstract : wisemac  an ultra low power mac protocol for the wisenet wireless sensor network a el-hoiydi  jd decotignie  c enz  e le roux nan nan|0
optimization of queries with user-defined predicates s chaudhuri  k shim vldb 1996|optimizationofquerieswithuserdefined predicates s chaudhuri  k shim nan 1996.0|1
selectivity estimation in spatial databases s acharya  v poosala  s ramaswamy sigmod conference 1999|aggregation evaluability in statistical databases fm malvestuto  m moscarini 15th vldb  nan|0
self-organizing data sharing communities with sagres z ives  a levy  j madhavan  r pottinger  s saroiu  i tatarinov  s betzler  q chen  e jaslikowska  j su  w yeung sigmod conference 2000|self-organizing data sharing communities with sagres : system demonstration z ives  a levy  j madhavan  r pottinger  s saroiu  proc . of sigmod  page  nan|1
extended wavelets for multiple measures a deligiannakis  n roussopoulos sigmod conference 2003|extended wavelets for multiple measures a deligiannakis  n roussopoulos nan nan|1
infosleuth : semantic integration of information in open and dynamic environments ( experience paper ) r jr.  w bohrer  r brice  a cichocki  j fowler  a helal  v kashyap  t ksiezyk  g martin  m nodine  m rashid  m rusinkiewicz  r shea  c unnikrishnan  a unruh  d woelk sigmod conference 1997|infosleuth : agent-based semantic integration of information in open and dynamic environments r bayanto  w bohrer  r brice ?  proc . of acm sigmod international conference management of nan|1
a platform based on the multi-dimensional data model for analysis of bio-molecular structures s srinivasa  s kumar vldb 2003|stream cube : an architecture for multi-dimensional analysis of data streams j han  y chen  g dong  j pei  b wah  j wang  y cai distributed and parallel databases  2005.0|0
toward learning based web query processing y diao  h lu  s chen  z tian vldb 2000|toward learning based web query processing y diao  h lu  s chen  z tian vldb  2000.0|1
bringing order to query optimization g slivinskas  c jensen  r snodgrass sigmod record 2002|bringing order to query optimization g slivinskas  cs jensen  rt snodgrass acm sigmod record  2002.0|1
using sets of feature vectors for similarity search on voxelized cad objects h kriegel  s brecheisen  p krger  m pfeifle  m schubert sigmod conference 2003|using sets of feature vectors for similarity search on voxelized cad objects s brecheisen  hp kriegel  p kroger proc . acm sigmod int . conf . on management of data ( sigmod ?? & hellip ;  2003.0|1
an effective hash based algorithm for mining association rules j park  m chen  p yu sigmod conference 1995|a new sql-like operator for data mining association rules r meo  g psaila  s ceri proceedings of the 22nd vldb conference  bombay  indien  nan|0
converting relational to object-oriented databases j fong sigmod record 1997|safe lazy software upgrades in object-oriented databases b liskov  c moh  s richman  l shrira  y cheung  c nan nan|0
lore : a database management system for semistructured data j mchugh  s abiteboul  r goldman  d quass  j widom sigmod record 1997|panel : database system performance management h boral acm sigmod record  1986.0|0
database performance in the real world - tpc-d and sap r/3 ( experience paper ) j doppelhammer  t hppler  a kemper  d kossmann sigmod conference 1997|database performance in the real world - tpc-d and sap r/3 ( experience paper ) j doppelhammer  t hoeppler  a kemper  d kossmann sigmod conference  nan|1
applying data mining techniques to a health insurance information system m viveros  j nearhos  m rothman vldb 1996|apply data mining techniques to a health insurance information system m viveros  j nerahos  m rothman nan nan|1
the aditi deductive database system j vaghani  k ramamohanarao  d kemp  z somogyi  p stuckey  t leask  j harland vldb j. 1994|the architecture of an active database management system u dayal  d mccarthy acm sigmod conf  nan|0
including group-by in query optimization s chaudhuri  k shim vldb 1994|including group-by in query optimization s chaudhari  k shim nan 1994.0|1
carnot and infosleuth : database technology and the world wide web d woelk  w bohrer  n jacobs  k ong  c tomlinson  c unnikrishnan sigmod conference 1995|carnot and infosleuth : database technology and the world wide web d woelk proceedings of the acm sigmod international conference on & hellip ;  1995.0|1
data stream query processing : a tutorial nan nan 2003|data stream query processing n koudas  d srivastava proceedings of 29th international conference on very large & hellip ;  2003.0|1
communication efficient distributed mining of association rules a schuster  r wolff sigmod conference 2001|efficient algorithms for discovering association rules h mannila  h toivonen nan nan|0
an effective hash based algorithm for mining association rules j park  m chen  p yu sigmod conference 1995|fast algorithms for mining association rules  proc r agrawal  r srikant vldb nan|0
aries/csa : a method for database recovery in client-server architectures c mohan  i narang sigmod conference 1994|aries/csa : a method for database recovery in client-server architectures c mohan  i narang nan 1994.0|1
